Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
22	18	0	0.432825053	101325.036	101325.069	101325.036	101325.122	0.0532975704	0	0	618.722	0	0	3
23	18	0	0.452498919	101325.031	101325.067	101325.031	101325.122	0.0549517679	0	0	615.114	0	0	3
24	19	0	0.472172785	101325.026	101325.066	101325.026	101325.122	0.05669484	0	0	610.188	0	0	3
25	20	0	0.491846651	101325.02	101325.064	101325.02	101325.122	0.0585229027	0	0	603.989	0	0	3
26	20	0	0.511520517	101325.014	101325.062	101325.014	101325.122	0.0604584093	0	0	599.119	0	0	3
27	21	0	0.531194383	101325.008	101325.058	101325.008	101325.087	0.0471450933	0	0	594.631	0	0	3
28	22	0	0.550868249	101325.008	101325.055	101325.008	101325.085	0.0436623493	0	0	591.288	0	0	3
29	22	0	0.570542115	101325.014	101325.052	101325.008	101325.084	0.0428360547	0	0	588.128	0	0	3
30	23	0	0.590215981	101325.022	101325.049	101325.008	101325.082	0.0427611187	0	0	583.161	0	0	3
31	24	0	0.609889847	101325.03	101325.047	101325.008	101325.081	0.0428778669	0	0	578.532	0	0	3
32	24	0	0.629563713	101325.038	101325.046	101325.008	101325.079	0.0428984349	0	0	574.668	0	0	3
33	25	0	0.649237579	101325.044	101325.044	101325.008	101325.077	0.0427937567	0	0	570.773	0	0	3
34	26	0	0.668911446	101325.047	101325.043	101325.008	101325.075	0.042604414	0	0	567.241	0	0	3
35	26	0	0.688585312	101325.047	101325.042	101325.008	101325.073	0.0423664276	0	0	566.815	0	0	3
36	27	0	0.708259178	101325.044	101325.041	101325.008	101325.071	0.042218461	0	0	567.939	0	0	3
37	28	0	0.727933044	101325.041	101325.04	101325.008	101325.069	0.0421419485	0	0	568.951	0	0	3
38	29	0	0.74760691	101325.04	101325.039	101325.008	101325.067	0.0420618103	0	0	569.832	0	0	3
39	29	0	0.767280776	101325.042	101325.038	101325.008	101325.064	0.041825734	0	0	570.396	0	0	3
40	30	0	0.786954642	101325.046	101325.037	101325.008	101325.062	0.0413544147	0	0	571.155	0	0	3
41	31	0	0.806628508	101325.049	101325.037	101325.008	101325.06	0.0406602907	0	0	571.463	0	0	3
42	31	0	0.826302374	101325.05	101325.036	101325.008	101325.056	0.0397617889	0	0	571.79	0	0	3
43	32	0	0.84597624	101325.05	101325.036	101325.008	101325.053	0.0387210293	0	0	572.318	0	0	3
44	33	0	0.865650106	101325.049	101325.036	101325.008	101325.05	0.0375489758	0	0	572.974	0	0	3
45	33	0	0.885323972	101325.048	101325.036	101325.008	101325.05	0.0362316766	0	0	573.788	0	0	3
46	34	0	0.904997838	101325.048	101325.036	101325.008	101325.05	0.0347770157	0	0	574.541	0	0	3
47	35	0	0.924671704	101325.048	101325.036	101325.008	101325.05	0.0332196431	0	0	575.381	0	0	3
48	35	0	0.94434557	101325.047	101325.037	101325.008	101325.05	0.0315654457	0	0	576.066	0	0	3
49	36	0	0.964019436	101325.047	101325.037	101325.008	101325.05	0.0298223736	0	0	576.83	0	0	3
50	37	0	0.983693302	101325.047	101325.038	101325.008	101325.05	0.0279943108	0	0	577.407	0	0	3
51	37	0	1.00336717	101325.048	101325.039	101325.008	101325.05	0.0260588043	0.00230753243	8.8	578.016	0	0	3
52	38	0	1.02304103	101325.048	101325.04	101325.008	101325.05	0.0216702192	0.00230753243	10.6	578.526	0	0	3
53	39	0	1.0427149	101325.048	101325.042	101325.008	101325.05	0.0186413462	0.00230753243	12.3	578.965	0	0	3
54	39	0	1.06238877	101325.048	101325.044	101325.014	101325.05	0.0159060587	0.00230753243	14.5	579.385	0	0	3
55	40	0	1.08206263	101325.047	101325.045	101325.022	101325.05	0.0135311059	0.00230753243	17	579.721	0	0	3
56	41	0	1.1017365	101325.047	101325.046	101325.03	101325.05	0.0115106743	0.00230753243	20	580.047	0	0	3
57	41	0	1.12141036	101325.047	101325.046	101325.038	101325.05	0.0105448107	0.00230753243	21.8	580.387	0	0	3
58	42	0	1.14108423	101325.048	101325.047	101325.04	101325.05	0.0106197161	0.00230753243	21.7	580.478	0	0	3
59	43	0	1.1607581	101325.048	101325.047	101325.04	101325.05	0.0106197161	0.00230753243	21.7	580.577	0	0	3
60	43	0	1.18043196	101325.047	101325.047	101325.04	101325.05	0.0106197161	0.00230753243	21.7	580.546	0	0	3
61	44	0	1.20010583	101325.047	101325.047	101325.04	101325.05	0.0106197161	0.00230753243	21.7	580.71	0	0	3
62	45	0	1.21977969	101325.047	101325.047	101325.04	101325.05	0.0106197161	0.00230753243	21.7	580.561	0	0	3
63	45	0	1.23945356	101325.047	101325.047	101325.04	101325.05	0.0106197161	0.00230753243	21.7	580.466	0	0	3
64	46	0	1.25912743	101325.047	101325.048	101325.042	101325.05	0.00822352096	0.00230753243	28	580.319	0	0	3
65	47	0	1.27880129	101325.047	101325.048	101325.046	101325.05	0.00387134454	0.00230753243	59.6	580.267	0	0	3
66	48	0	1.29847516	101325.048	101325.048	101325.047	101325.05	0.00325341721	0.00230753243	70.9	579.934	0	0	3
67	48	0	1.31814903	101325.048	101325.048	101325.047	101325.05	0.00325341721	0.00230753243	70.9	579.591	0	0	3
68	49	0	1.33782289	101325.048	101325.048	101325.047	101325.05	0.00265365826	0.00230753243	86.9	579.237	0	0	3
69	50	0	1.35749676	101325.047	101325.048	101325.047	101325.049	0.00160612205	0.00230753243	100	579.008	0	0	3
70	50	0	1.37717062	101325.047	101325.048	101325.047	101325.048	0.00124316936	0.00230753243	100	578.488	0	0	3
71	51	0	1.39684449	101325.047	101325.047	101325.047	101325.048	0.00142837942	0.00230753243	100	577.789	0	0	3
72	52	0	1.41651836	101325.047	101325.047	101325.047	101325.048	0.00142837942	0.00230753243	100	577.126	0	0	3
73	53	0	1.43619222	101325.047	101325.047	101325.047	101325.048	0.00142837942	0.00230753243	100	576.415	0	0	3
74	53	0	1.45586609	101325.048	101325.047	101325.047	101325.048	0.00142837942	0.00230753243	100	575.585	0	0	3
75	54	0	1.47553995	101325.048	101325.047	101325.047	101325.048	0.00142837942	0.00230753243	100	574.646	0	0	3
76	55	0	1.49521382	101325.048	101325.047	101325.047	101325.048	0.00142837942	0.00230753243	100	568.957	0	0	3
77	55	0	1.51488769	101325.047	101325.047	101325.047	101325.048	0.00142837942	0.00230753243	100	569.438	0	0	3
78	56	0	1.53456155	101325.047	101325.047	101325.047	101325.048	0.00142837942	0.00230753243	100	569.913	0	0	3
79	57	0	1.55423542	101325.047	101325.047	101325.047	101325.048	0.00132840774	0.00230753243	100	570.452	0	0	3
80	57	0	1.57390928	101325.047	101325.047	101325.047	101325.048	0.00132840774	0.00230753243	100	570.981	0	0	3
81	58	0	1.59358315	101325.047	101325.047	101325.047	101325.048	0.00132840774	0.00230753243	100	571.877	0	0	3
82	59	0	1.61325702	101325.048	101325.047	101325.047	101325.048	0.00132840774	0.00230753243	100	572.647	0	0	3
83	59	0	1.63293088	101325.048	101325.047	101325.047	101325.048	0.00102299365	0.00230753243	100	573.546	0	0	3
84	60	0	1.65260475	101325.048	101325.047	101325.047	101325.048	0.000888792623	0.00230753243	100	574.28	0	0	3
