Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
75	54	0	1.47553995	0	0	0	0	0	5e-006	100	0	0	0	3
76	55	0	1.49521382	0	0	0	0	0	5e-006	100	0	0	0	3
77	55	0	1.51488769	0	0	0	0	0	5e-006	100	0	0	0	3
78	56	0	1.53456155	0	0	0	0	0	5e-006	100	0	0	0	3
79	57	0	1.55423542	0	0	0	0	0	5e-006	100	0	0	0	3
80	57	0	1.57390928	0	0	0	0	0	5e-006	100	0	0	0	3
81	58	0	1.59358315	0	0	0	0	0	5e-006	100	0	0	0	3
82	59	0	1.61325702	0	0	0	0	0	5e-006	100	0	0	0	3
83	59	0	1.63293088	0	0	0	0	0	5e-006	100	0	0	0	3
84	60	0	1.65260475	0	0	0	0	0	5e-006	100	0	0	0	3
